,Date,Unix,Ticker,DE Ratio,Price,Stock Price Change,SP500,SP500 Change,Difference
24,2005-05-22 08:48:23,1116776903.0,aa,0.543,27.45,-19.87740805604203,1189.28,5.298200878311368,-25.1756089343534
25,2006-06-20 04:32:21,1150803141.0,aa,0.526,29.1,-15.061295971978975,1240.12,9.799546677999702,-24.86084264997868
26,2007-01-25 19:09:37,1169780977.0,aa,0.494,31.46,-8.172796263864557,1423.9,26.07132738348208,-34.24412364734663
27,2007-02-23 09:03:42,1172250222.0,aa,0.494,34.75,1.4302393461763048,1451.19,28.487569060773478,-27.057329714597174
28,2007-05-16 21:12:47,1179375167.0,aa,0.494,39.04,13.952130764740225,1514.14,34.06112763847571,-20.108996873735485
29,2007-06-22 06:39:12,1182519552.0,aa,0.503,40.34,17.746643315820215,1502.56,33.03584077064739,-15.289197454827175
30,2007-10-11 20:57:59,1192161479.0,aa,0.47,38.08,11.150029188558088,1554.41,37.62661141804789,-26.4765822294898
31,2008-01-23 16:05:53,1201133153.0,aa,0.499,28.04,-18.155283129013426,1338.6,18.518912027199306,-36.67419515621273
32,2008-10-28 00:52:22,1225180342.0,aa,0.672,9.04,-73.61354349095154,940.51,-16.727758889361105,-56.88578460159044
33,2008-12-05 01:03:15,1228467795.0,aa,0.672,8.06,-76.47402218330413,876.07,-22.433241252302025,-54.040780931002104
34,2008-12-06 09:33:46,1228584826.0,aa,0.672,8.15,-76.21132516053707,876.07,-22.433241252302025,-53.77808390823505
35,2008-12-18 10:54:07,1229626447.0,aa,0.672,10.35,-69.78984238178634,885.28,-21.61779288851113,-48.17204949327521
36,2009-03-09 18:17:50,1236647870.0,aa,,5.49,-83.97548161120841,676.53,-40.10040373990651,-43.8750778713019
37,2011-09-03 09:21:23,1315066883.0,aa,48.26,12.04,-64.85697606538237,1173.97,3.942661850120411,-68.79963791550279
38,2011-11-02 22:04:47,1320296687.0,aa,50.93,10.7,-68.76824284880327,1237.9,9.60298909193937,-78.37123194074263
39,2011-11-05 21:29:24,1320553764.0,aa,50.93,10.93,-68.09690601284296,1253.23,10.960298909193932,-79.0572049220369
40,2012-01-02 19:42:06,1325562126.0,aa,50.93,8.65,-74.75189725627554,1257.6,11.347216319591997,-86.09911357586753
41,2012-03-09 07:34:06,1331307246.0,aa,54.5,9.77,-71.48277875072971,1370.87,21.376080181328785,-92.8588589320585
42,2012-03-19 02:24:48,1332149088.0,aa,54.5,10.54,-69.23525977816696,1409.75,24.818494120980304,-94.05375389914727
43,2012-05-19 11:51:52,1337453512.0,aa,55.28,8.43,-75.3940455341506,1295.22,14.678070548236292,-90.0721160823869
44,2012-07-29 16:51:57,1343605917.0,aa,56.42,8.45,-75.33566841798014,1385.97,22.713025924351886,-98.04869434233203
45,2012-11-27 11:38:14,1354045094.0,aa,56.51,8.31,-75.74430823117338,1398.94,23.861382632100863,-99.60569086327425
46,2013-01-22 17:52:37,1358905957.0,aa,53.49,9.16,-73.26328079392877,1492.56,32.15044623884402,-105.41372703277278
47,2013-04-23 20:02:57,1366772577.0,aa,53.21,8.12,-76.29889083479277,1578.78,39.78431789205269,-116.08320872684547
48,2013-04-26 20:55:15,1367034915.0,aa,53.21,8.27,-75.8610624635143,1582.24,40.09066440005666,-115.95172686357097
49,2013-09-01 04:25:11,1378034711.0,aa,52.71,7.7,-77.52481027437244,1632.97,44.58227085989516,-122.1070811342676
50,2003-12-07 10:36:10,1070822170.0,aapl,0.072,20.85,0.0,1061.5,0.0,0.0
51,2004-02-03 07:33:34,1075822414.0,aapl,0.07,22.32,7.05035971223021,1136.03,7.021196420160149,0.029163292070061075
52,2004-06-03 01:20:38,1086250838.0,aapl,0.0,28.92,38.705035971223026,1116.64,5.194536033914281,33.510499937308744
53,2004-08-10 02:02:44,1092128564.0,aapl,0.0,30.3,45.32374100719424,1079.04,1.6523787093735247,43.67136229782072
54,2004-10-12 05:40:57,1097584857.0,aapl,0.0,38.59,85.08393285371703,1121.84,5.684408855393304,79.39952399832373
55,2004-12-04 14:16:51,1102198611.0,aapl,0.0,62.68,200.62350119904076,1191.17,12.215732454074429,188.40776874496632
56,2005-01-26 15:16:47,1106781407.0,aapl,0.0,71.94,245.03597122302153,1174.07,10.604804521902961,234.43116670111857
57,2005-02-04 03:07:08,1107515228.0,aapl,0.0,77.81,273.18944844124695,1203.03,13.33301931229392,259.85642912895304
58,2005-03-01 10:36:03,1109702163.0,aapl,0.0,44.86,115.15587529976017,1210.41,14.028261893546876,101.1276134062133
59,2005-12-17 11:55:53,1134849353.0,aapl,0.0,71.11,241.05515587529976,1267.32,19.38954309938765,221.6656127759121
60,2006-01-25 09:43:52,1138211032.0,aapl,0.0,76.04,264.70023980815347,1264.68,19.14083843617523,245.55940137197825
61,2006-02-03 13:49:59,1139003399.0,aapl,0.0,72.1,245.80335731414863,1264.03,19.07960433349034,226.72375298065828
62,2006-02-07 09:17:30,1139332650.0,aapl,0.0,67.3,222.78177458033568,1254.78,18.208195949128587,204.57357863120708
63,2006-02-17 15:01:01,1140217261.0,aapl,0.0,70.21,236.73860911270975,1287.24,21.26613283089967,215.4724762818101
64,2007-02-17 21:52:03,1171777923.0,aapl,,84.83,306.8585131894484,1455.54,37.12105511069241,269.737458078756
65,2007-02-19 17:27:55,1171934875.0,aapl,,84.83,306.8585131894484,1455.54,37.12105511069241,269.737458078756
66,2008-01-23 06:28:45,1201098525.0,aapl,,155.64,646.4748201438848,1338.6,26.104569006123402,620.3702511377614
67,2008-10-27 05:55:02,1225112102.0,aapl,,96.38,362.2541966426858,848.92,-20.026377767310414,382.28057440999623
68,2008-10-29 21:14:51,1225340091.0,aapl,,104.55,401.4388489208632,930.09,-12.379651436646252,413.8185003575095
69,2008-10-31 22:34:03,1225517643.0,aapl,,107.59,416.01918465227817,968.75,-8.737635421573245,424.75682007385143
70,2008-12-03 23:41:54,1228376514.0,aapl,,95.9,359.9520383693046,870.74,-17.970796043334904,377.92283441263953
71,2008-12-07 14:27:24,1228688844.0,aapl,,94.0,350.8393285371703,876.07,-17.468676401318884,368.30800493848915
72,2008-12-16 01:57:34,1229421454.0,aapl,,94.75,354.43645083932853,913.18,-13.972680169571367,368.4091310088999
73,2008-12-17 02:12:01,1229508721.0,aapl,,95.43,357.6978417266187,904.42,-14.797927461139901,372.49576918775864
74,2009-01-01 01:31:55,1230802315.0,aapl,,85.35,309.3525179856115,903.25,-14.90814884597268,324.26066683158416
75,2009-01-12 07:25:12,1231773912.0,aapl,,90.58,334.4364508393285,870.26,-18.016015073009893,352.45246591233837
76,2009-10-22 17:48:46,1256258926.0,aapl,,204.211,879.4292565947243,1092.91,2.95902025435705,876.4702363403673
77,2009-11-12 14:53:38,1258066418.0,aapl,,204.096,878.8776978417266,1087.24,2.424870466321244,876.4528273754053
78,2011-05-22 15:41:19,1306104079.0,aapl,,335.22,1507.7697841726617,1333.27,25.602449364107393,1482.1673348085544
79,2011-09-02 04:10:00,1314961800.0,aapl,,381.03,1727.4820143884888,1173.97,10.595383890720681,1716.886630497768
80,2011-09-24 00:15:37,1316848537.0,aapl,,404.3,1839.0887290167864,1136.43,7.0588789448893134,1832.029850071897
81,2011-09-24 05:43:35,1316868215.0,aapl,,404.3,1839.0887290167864,1136.43,7.0588789448893134,1832.029850071897
82,2011-10-08 05:59:01,1318078741.0,aapl,,369.8,1673.621103117506,1155.46,8.851625058878948,1664.769478058627
83,2011-10-14 06:15:31,1318598131.0,aapl,,408.43,1858.8968824940046,1224.58,15.36316533207724,1843.5337171619274
84,2011-11-03 17:19:46,1320365986.0,aapl,,399.21,1814.6762589928055,1261.15,18.808290155440424,1795.8679688373652
85,2012-01-08 08:59:52,1326041992.0,aapl,,422.4,1925.899280575539,1277.81,20.37776731040979,1905.5215132651292
86,2012-05-15 15:13:11,1337119991.0,aapl,,559.26,2582.302158273381,1330.66,25.356570890249653,2556.945587383131
87,2012-09-23 15:53:29,1348440809.0,aapl,,700.09,3257.745803357314,1460.15,37.55534620819596,3220.1904571491177
88,2012-10-11 20:20:07,1350012007.0,aapl,,628.1,2912.4700239808153,1432.84,34.98257183231276,2877.4874521485026
89,2012-10-21 05:19:34,1350821974.0,aapl,,609.84,2824.892086330935,1433.19,35.01554404145078,2789.876542289484
90,2013-01-20 19:31:49,1358739109.0,aapl,,500.0,2298.081534772182,1485.98,39.98869524258126,2258.0928395296005
91,2013-04-23 03:01:29,1366711289.0,aapl,,398.67,1812.0863309352515,1578.78,48.731040979745636,1763.355289955506
92,2013-05-16 23:28:32,1368772112.0,aapl,,434.58,1984.3165467625895,1650.47,55.484691474328784,1928.8318552882606
93,2013-08-11 02:30:32,1376213432.0,aapl,13.75,454.45,2079.6163069544364,1691.42,59.34243994347622,2020.2738670109602
94,2013-06-19 09:57:38,1371661058.0,abbv,512.61,43.54,0.0,1628.93,0.0,0.0
95,2003-10-26 16:06:32,1067209592.0,abc,0.592,57.01,0.0,1028.91,0.0,0.0
96,2004-01-28 07:37:34,1075304254.0,abc,0.429,56.36,-1.14015085072794,1128.48,9.677231244715275,-10.817382095443214
97,2004-05-16 19:24:15,1084760655.0,abc,0.412,58.97,3.4379933345027203,1095.7,6.491335490956445,-3.0533421564537244
98,2004-10-20 01:31:26,1098261086.0,abc,0.331,52.1,-8.612524118575683,1103.66,7.264969725243218,-15.8774938438189
99,2005-01-08 07:45:42,1105199142.0,abc,0.332,57.9,1.5611296263813377,1186.19,15.286079443294357,-13.72494981691302
100,2005-03-30 19:52:42,1112237562.0,abc,0.291,55.44,-2.753902824065954,1181.41,14.821510141800545,-17.575412965866498
101,2005-05-26 01:50:44,1117097444.0,abc,0.23,65.93,15.646377828451167,1197.62,16.396963777201094,-0.7505859487499276
102,2005-12-04 08:46:13,1133714773.0,abc,0.223,79.46,39.379056305911234,1265.08,22.953416722551033,16.4256395833602
103,2007-02-20 06:12:02,1171980722.0,abc,0.308,54.9,-3.701105069286089,1459.68,41.86663556579292,-45.567740635079005
104,2007-04-05 16:11:07,1175814667.0,abc,0.308,53.94,-5.385020171899668,1443.76,40.31936709721938,-45.704387269119046
105,2008-01-23 20:34:05,1201149245.0,abc,0.396,45.55,-20.101736537449572,1338.6,30.098842464355464,-50.20057900180504
106,2009-02-09 08:47:34,1234198054.0,abc,,38.76,-32.01192773197685,869.89,-15.45519044425655,-16.556737287720296
107,2010-08-21 11:26:32,1282415192.0,abc,,28.92,-49.272057533766,1071.69,4.157798058139193,-53.429855591905195
108,2011-07-08 00:04:15,1310108655.0,abc,42.86,43.05,-24.486932117172426,1343.8,30.604231662633257,-55.09116377980568
109,2012-02-28 18:01:38,1330480898.0,abc,66.41,37.75,-33.783546746184875,1372.18,33.362490402464736,-67.14603714864961
110,2013-04-25 01:02:00,1366876920.0,abc,59.73,55.82,-2.0873530959480755,1585.16,54.06206568115772,-56.149418777105794
111,2004-09-20 13:31:02,1095712262.0,abt,0.543,42.92,0.0,1122.2,0.0,0.0
112,2004-10-23 22:48:08,1098596888.0,abt,0.543,40.86,-4.7996272134203215,1095.74,-2.357868472643026,-2.4417587407772956
113,2005-01-25 12:44:11,1106685851.0,abt,0.508,45.93,7.013047530288905,1168.41,4.117804312956695,2.89524321733221
114,2005-02-28 19:21:54,1109647314.0,abt,0.508,45.61,6.267474370922642,1203.6,7.253608982356073,-0.9861346114334308
115,2006-06-17 18:01:01,1150592461.0,abt,0.436,42.78,-0.3261882572227413,1251.54,11.525574763856703,-11.851763021079444
116,2006-07-18 12:32:14,1153251134.0,abt,0.436,44.48,3.63466915191052,1236.86,10.21743004811975,-6.58276089620923
117,2007-01-13 21:19:42,1168751982.0,abt,0.604,50.45,17.544268406337373,1430.73,27.493316699340575,-9.949048293003202
118,2007-03-23 02:47:40,1174643260.0,abt,0.883,54.5,26.980428704566627,1436.11,27.97273213330956,-0.9923034287429324
119,2007-04-10 20:13:09,1176261189.0,abt,0.883,57.11,33.06150978564771,1448.39,29.067011227945112,3.9944985577025953
120,2007-06-03 02:36:35,1180863395.0,abt,0.871,56.3,31.174277726001854,1536.34,36.90429513455711,-5.7300174085552555
121,2007-07-04 07:59:19,1183561159.0,abt,0.871,54.32,26.561043802423107,1524.87,35.88219568704329,-9.321151884620186
122,2008-01-23 23:41:45,1201160505.0,abt,0.784,57.97,35.06523765144454,1338.6,19.28355016931027,15.78168748213427
123,2008-04-28 03:46:55,1209379615.0,abt,0.687,51.28,19.478098788443614,1396.37,24.431473890572075,-4.9533751021284615
124,2008-10-23 21:57:42,1224824262.0,abt,0.732,55.02,28.191985088536814,908.11,-19.077704509000178,47.269689597536996
125,2008-12-25 05:30:56,1230211856.0,abt,0.546,52.65,22.67008387698042,868.15,-22.638567100338626,45.30865097731905
126,2011-08-05 04:11:33,1312542693.0,abt,76.17,48.77,13.630009319664497,1199.38,6.87756193191945,6.752447387745047
127,2011-09-02 09:24:27,1314980667.0,abt,68.83,51.94,21.015843429636526,1173.97,4.613259668508285,16.40258376112824
128,2011-11-02 06:21:21,1320240081.0,abt,68.83,52.76,22.92637465051257,1237.9,10.310105150597044,12.616269499915527
129,2012-01-01 23:13:40,1325488420.0,abt,67.73,56.23,31.011183597390477,1257.6,12.065585457137752,18.945598140252727
130,2012-03-02 20:56:30,1330750590.0,abt,62.85,57.39,33.71388630009319,1369.63,22.048654428800578,11.665231871292615
131,2012-03-30 05:44:15,1333111455.0,abt,62.85,60.98,42.07828518173344,1408.47,25.509713063625018,16.568572118108424
132,2012-07-04 23:46:24,1341470784.0,abt,65.17,64.83,51.04846225535879,1374.02,22.439850294065224,28.60861196129357
133,2013-05-08 18:10:02,1368061802.0,abt,76.36,36.06,-15.983224603914255,1632.69,45.49010871502406,-61.473333318938316
134,2013-08-18 07:12:45,1376835165.0,abt,35.38,34.97,-18.522833178005598,1655.83,47.55212974514345,-66.07496292314906
135,2004-08-16 22:53:27,1092722007.0,ace,0.26,39.1,0.0,1079.34,0.0,0.0
136,2004-10-10 11:27:42,1097432862.0,ace,0.26,41.04,4.961636828644496,1122.14,3.9653862545629908,0.9962505740815049
137,2005-01-13 13:27:29,1105651649.0,ace,0.21,42.76,9.360613810741679,1177.45,9.089814145681633,0.2707996650600464
138,2007-02-20 18:32:05,1172025125.0,ace,0.171,58.6,49.87212276214834,1459.68,35.23820112290846,14.63392163923988
139,2007-04-05 15:54:06,1175813646.0,ace,0.171,57.24,46.39386189258312,1443.76,33.76322567494952,12.630636217633601
140,2008-01-23 21:48:58,1201153738.0,ace,0.154,59.98,53.40153452685421,1338.6,24.02023458780366,29.381299939050553
141,2010-07-18 23:43:13,1279521793.0,ace,,53.7,37.34015345268543,1064.88,-1.3397075990883143,38.67986105177374
142,2010-12-07 07:29:30,1291735770.0,ace,23.09,59.06,51.04859335038363,1223.75,13.379472640687837,37.6691207096958
143,2011-08-11 20:49:00,1313120940.0,ace,27.7,63.42,62.19948849104859,1172.64,8.644171438101079,53.555317052947515
144,2013-04-23 04:24:03,1366716243.0,ace,24.94,89.27,128.31202046035804,1578.78,46.272722219133925,82.03929824122412
145,2013-05-16 15:08:57,1368742137.0,ace,27.94,92.58,136.77749360613808,1650.47,52.91474419552691,83.86274941061117
146,2003-12-15 23:12:24,1071558744.0,aci,1.074,30.78,0.0,1068.04,0.0,0.0
147,2005-01-24 04:33:07,1106569987.0,aci,1.18,34.52,12.150747238466543,1163.75,8.96127485861953,3.189472379847013
148,2005-02-05 03:36:51,1107603411.0,aci,1.18,38.4,24.75633528265106,1203.03,12.639039736339463,12.117295546311599
149,2005-03-30 06:50:28,1112190628.0,aci,0.936,41.15,33.69070825211175,1181.41,10.614770982360222,23.075937269751527
150,2006-05-24 04:17:01,1148469421.0,aci,0.854,46.39,50.71474983755685,1258.57,17.839219504887456,32.8755303326694
151,2007-03-11 21:41:07,1173674467.0,aci,0.86,30.08,-2.274204028590003,1402.85,31.348076851054262,-33.622280879644265
152,2007-04-07 18:52:27,1175997147.0,aci,0.86,33.93,10.233918128654967,1443.76,35.17845773566533,-24.944539607010366
153,2008-03-02 17:50:27,1204509027.0,aci,0.851,51.09,65.98440545808968,1330.63,24.58615782180444,41.39824763628524
154,2008-06-05 02:23:56,1212657836.0,aci,0.899,67.52,119.3632228719948,1404.05,31.4604321935508,87.90279067844399
155,2008-10-08 20:51:28,1223524288.0,aci,0.772,25.11,-18.421052631578952,984.94,-7.78060746788509,-10.640445163693862
156,2008-12-05 05:35:57,1228484157.0,aci,0.767,11.93,-61.241065627030544,876.07,-17.974045915883295,-43.26701971114725
157,2009-08-01 05:52:40,1249131160.0,aci,,17.41,-43.43729694606888,987.48,-7.542788659600759,-35.89450828646812
158,2011-08-18 01:16:41,1313655401.0,aci,118.77,19.7,-35.997400909681616,1140.65,6.798434515561228,-42.79583542524284
159,2012-07-26 21:31:10,1343363470.0,aci,113.56,5.26,-82.9109811565952,1360.02,27.33792741844875,-110.24890857504394
160,2012-11-04 10:32:06,1352053926.0,aci,144.73,8.26,-73.16439246263809,1414.2,32.41077113216734,-105.57516359480543
161,2013-04-23 05:25:15,1366719915.0,aci,179.32,4.89,-84.1130604288499,1578.78,47.82030635556721,-131.9333667844171
162,2013-04-25 06:05:53,1366895153.0,aci,179.32,4.76,-84.53541260558805,1585.16,48.41766225984047,-132.9530748654285
163,2003-11-08 10:24:47,1068315887.0,acn,0.076,25.05,0.0,1053.21,0.0,0.0
164,2004-11-28 23:13:49,1101712429.0,acn,0.023,25.94,3.5528942115768487,1182.65,12.290046619382654,-8.737152407805805
165,2004-12-10 06:26:24,1102688784.0,acn,0.023,26.2,4.590818363273447,1188.0,12.798017489389576,-8.207199126116128
166,2005-02-10 03:10:56,1108033856.0,acn,0.023,25.51,1.8363273453093847,1197.01,13.653497403176951,-11.817170057867566
167,2005-04-04 05:07:40,1112616460.0,acn,0.023,24.44,-2.43512974051896,1176.12,11.670037314495671,-14.10516705501463
168,2005-09-04 02:06:58,1125824818.0,acn,0.04,25.31,1.037924151696599,1218.02,15.64835123099856,-14.610427079301962
169,2006-06-03 23:44:14,1149403454.0,acn,0.045,27.89,11.337325349301395,1288.22,22.313688628098856,-10.97636327879746
170,2006-08-22 00:50:41,1156233041.0,acn,0.034,28.57,14.051896207584827,1298.81,23.319186107234067,-9.26728989964924
171,2006-08-22 06:44:05,1156254245.0,acn,0.034,28.57,14.051896207584827,1298.81,23.319186107234067,-9.26728989964924
172,2006-08-27 03:22:58,1156674178.0,acn,0.034,28.36,13.21357285429141,1295.09,22.965980193883446,-9.752407339592036
173,2006-11-02 16:40:55,1162510855.0,acn,0.027,32.96,31.57684630738523,1367.34,29.82596063463126,1.7508856727539701
174,2006-11-11 01:01:42,1163235702.0,acn,0.027,33.87,35.20958083832334,1380.9,31.11345315748996,4.09612768083338
175,2006-12-03 00:17:12,1165133832.0,acn,0.027,33.81,34.970059880239525,1396.71,32.61457828923007,2.3554815910094575
176,2007-03-14 19:10:39,1173924639.0,acn,0.018,35.39,41.27744510978044,1387.17,31.70877602757285,9.568669082207588
177,2007-05-05 07:47:14,1178376434.0,acn,0.015,39.1,56.087824351297414,1505.62,42.95534603735246,13.13247831394495
178,2007-06-05 04:17:34,1181042254.0,acn,0.015,41.24,64.63073852295409,1530.95,45.36037447422641,19.27036404872768
179,2007-07-06 07:06:36,1183730796.0,acn,0.015,42.81,70.89820359281438,1530.44,45.31195108287996,25.586252509934425
180,2008-04-07 01:42:51,1207557771.0,acn,0.004,36.77,46.78642714570859,1372.54,30.31968933071277,16.466737814995824
181,2008-10-18 23:21:07,1224397267.0,acn,0.003,31.4,25.349301397205583,940.55,-10.696822096258114,36.046123493463696
182,2008-12-02 16:28:13,1228264093.0,acn,0.003,29.98,19.68063872255489,848.81,-19.407335669049868,39.08797439160476
183,2008-12-21 20:10:46,1229919046.0,acn,0.001,32.21,28.582834331337324,887.88,-15.697724100606719,44.280558431944044
184,2009-08-10 19:40:05,1249958405.0,acn,,35.85,43.11377245508982,1007.1,-4.378044264676562,47.49181671976638
185,2011-09-01 16:51:37,1314921097.0,acn,0.11,53.62,114.05189620758482,1204.42,14.3570607950931,99.69483541249171
186,2011-11-08 00:40:19,1320741619.0,acn,0.1,58.0,131.5369261477046,1275.92,21.14583036621377,110.39109578149083
187,2012-02-29 00:47:01,1330505221.0,acn,0.15,59.76,138.562874251497,1365.68,29.668347243189867,108.89452700830712
188,2012-11-04 02:11:28,1352023888.0,acn,0.0,67.91,171.09780439121755,1414.2,34.27521576893497,136.82258862228258
189,2013-04-23 04:45:22,1366717522.0,acn,0.0,74.94,199.16167664670658,1578.78,49.90172899991454,149.25994764679206
190,2013-05-10 03:17:29,1368181049.0,acn,0.0,80.09,219.72055888223557,1633.7,55.116263613144575,164.60429526909098
191,2013-05-12 08:27:29,1368372449.0,act,177.28,119.86,0.0,1633.7,0.0,0.0
192,2004-01-25 05:32:05,1075037525.0,adbe,0.0,38.04,0.0,1141.55,0.0,0.0
193,2004-08-21 23:10:00,1093155000.0,adbe,0.0,46.09,21.16193480546794,1098.35,-3.78432832552232,24.94626313099026
194,2004-11-12 17:19:37,1100308777.0,adbe,0.0,58.1,52.733964248159836,1184.17,3.733520213744481,49.00044403441535
195,2005-02-07 16:20:07,1107822007.0,adbe,0.0,63.67,67.3764458464774,1201.72,5.270903595987917,62.10554225048948
196,2005-04-05 04:12:22,1112699542.0,adbe,0.0,66.58,75.02628811777076,1181.39,3.489991677981705,71.53629643978906
197,2005-08-31 10:51:30,1125510690.0,adbe,0.0,27.12,-28.706624605678225,1220.33,6.901143182514999,-35.60776778819322
198,2006-02-21 13:18:21,1140556701.0,adbe,0.0,37.8,-0.630914826498428,1283.03,12.393675266085587,-13.024590092584015
199,2006-04-07 10:36:37,1144431397.0,adbe,0.0,36.1,-5.099894847528911,1295.5,13.486049669309278,-18.58594451683819
200,2006-06-23 19:31:40,1151116300.0,adbe,,30.5,-19.82124079915878,1244.5,9.018439840567654,-28.83968063972643
201,2006-11-28 09:44:25,1164735865.0,adbe,,40.22,5.730809674027339,1386.72,21.476939249266355,-15.746129575239017
202,2007-01-27 16:50:33,1169945433.0,adbe,,39.26,3.207150368033646,1422.18,24.583242083132593,-21.376091715098948
203,2007-03-09 02:36:54,1173436614.0,adbe,,39.08,2.73396424815983,1402.85,22.889930357846787,-20.155966109686958
204,2007-03-15 06:30:18,1173965418.0,adbe,,39.3,3.3123028391167137,1392.28,21.96399632079191,-18.651693481675196
205,2007-03-28 17:43:54,1175129034.0,adbe,,42.14,10.778128286014725,1417.23,24.14962112916649,-13.371492843151765
206,2007-04-29 08:01:44,1177858904.0,adbe,,42.89,12.749737118822296,1494.07,30.88081993780386,-18.131082818981564
207,2007-04-30 09:07:29,1177949249.0,adbe,,42.89,12.749737118822296,1482.37,29.8558976829749,-17.106160564152603
208,2007-05-01 10:38:04,1178041084.0,adbe,,41.56,9.25341745531021,1486.3,30.20016644036617,-20.94674898505596
209,2007-05-30 21:47:54,1180586874.0,adbe,,43.22,13.617245005257622,1530.23,34.0484429065744,-20.43119790131678
210,2007-05-31 04:45:00,1180611900.0,adbe,,43.22,13.617245005257622,1530.62,34.08260698173536,-20.465361976477737
211,2007-06-30 20:56:00,1183262160.0,adbe,,40.15,5.546792849631965,1503.35,31.693749726249393,-26.14695687661743
212,2007-10-18 06:04:41,1192712681.0,adbe,,45.97,20.846477392218716,1540.08,34.91130480487057,-14.064827412651852
213,2008-01-23 23:45:57,1201160757.0,adbe,,34.33,-9.752891692954787,1338.6,17.261617975559542,-27.01450966851433
214,2008-12-04 14:30:57,1228429857.0,adbe,0.08,22.54,-40.7465825446898,845.22,-25.958565108843235,-14.788017435846566
215,2008-12-05 00:15:55,1228464955.0,adbe,0.08,20.44,-46.267087276550996,876.07,-23.25609916341815,-23.010988113132846
216,2008-12-17 11:42:55,1229542975.0,adbe,0.08,22.32,-41.32492113564668,904.42,-20.77263369979414,-20.55228743585254
217,2008-12-20 21:49:14,1229838554.0,adbe,0.079,22.13,-41.824395373291274,887.88,-22.22154088738995,-19.602854485901325
218,2011-04-24 04:02:44,1303642964.0,adbe,28.03,33.48,-11.987381703470037,1337.38,17.154745740440642,-29.14212744391068
219,2011-08-05 04:11:46,1312542706.0,adbe,28.17,26.15,-31.25657202944269,1199.38,5.065919145022132,-36.32249117446482
220,2011-09-25 13:42:54,1316983374.0,adbe,28.17,24.88,-34.59516298633018,1136.43,-0.4485129867285612,-34.14664999960162
221,2011-10-18 13:47:26,1318970846.0,adbe,27.25,26.24,-31.019978969505786,1225.38,7.3435241557531565,-38.363503125258944
222,2012-03-24 12:13:07,1332616387.0,adbe,25.26,33.81,-11.119873817034692,1397.11,22.38710525163155,-33.50697906866624
